content	label_manual	scores	compound	negatif	netral	positif	label_vader
Hello Zoom App Team, I'm Nitin. I using the Zoom App during this Pandemic. As a student, I take regular classes on this app, but when I going to connect to any meeting, then it shows the Error- 104103. There are most people's who using 'Zoom' App and they also faces this type of error. Please go through this problem and solve it. Thank You #BoycotZoomApp	N	{'neg': 0.142, 'neu': 0.753, 'pos': 0.105, 'compound': -0.5977}	-0.5977	0.142	0.753	0.105	N
for good virtual tour Ã¢ËœÂºÃ¯Â¸ÂÃ¢ËœÂºÃ¯Â¸ÂÃ¢ËœÂºÃ¯Â¸ÂÃ¢ËœÂºÃ¯Â¸ÂÃ¢ËœÂºÃ¯Â¸ÂÃ¢ËœÂºÃ¯Â¸Â	P	{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}	0.4404	0.0	0.58	0.42	P
Worst app ever	N	{'neg': 0.672, 'neu': 0.328, 'pos': 0.0, 'compound': -0.6249}	-0.6249	0.672	0.328	0.0	N
Bad app	N	{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}	-0.5423	0.778	0.222	0.0	N
Each and every update makes huge problem. In this update microphone is not working. I can hear everyone but listener cannot hear me,that means the speakers voice.volume is too low! Disgusting apps!! Now,I cannot start the meeting!	N	{'neg': 0.229, 'neu': 0.735, 'pos': 0.037, 'compound': -0.8631}	-0.8631	0.229	0.735	0.037	N
Not good	N	{'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.3412}	-0.3412	0.706	0.294	0.0	N
Lite bad	N	{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}	-0.5423	0.778	0.222	0.0	N
Wery bad this is the baddest app of play store	N	{'neg': 0.252, 'neu': 0.576, 'pos': 0.173, 'compound': -0.2732}	-0.2732	0.252	0.576	0.173	N
It's really bad	N	{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.5849}	-0.5849	0.655	0.345	0.0	N
This app doesn't let me to sign up. When I try to sign up it simply says you are not eligible at the moment. I've tried several times but till now this won't let me to sign up.	NT	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Not at all satisfied with the app..it does not get signed in although having high internet..it shows network problem and error code comes on screen..its very frustrating when there is important meeting and can't connect..i just installed and in first meeting only i am not able to sign in..earlier it was working good..but now its worst..could have given 0 star if possible..Ã°Å¸â„¢ÂÃ°Å¸ÂÂ»	N	{'neg': 0.152, 'neu': 0.823, 'pos': 0.025, 'compound': -0.8452}	-0.8452	0.152	0.823	0.025	N
Poor	N	{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}	-0.4767	1.0	0.0	0.0	N
This application very bad, have to much bugs	N	{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.5849}	-0.5849	0.351	0.649	0.0	N
Love this app	P	{'neg': 0.0, 'neu': 0.323, 'pos': 0.677, 'compound': 0.6369}	0.6369	0.0	0.323	0.677	P
Facing a lot of problems.	N	{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4019}	-0.4019	0.403	0.597	0.0	N
It is Very good	P	{'neg': 0.0, 'neu': 0.484, 'pos': 0.516, 'compound': 0.4927}	0.4927	0.0	0.484	0.516	P
I USE THIS APP FOR STUDY AND I DIRECTLY WITHOUT TAPPING LEAVE DIRECTLY I GET OUT !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! VERY -1000 Ã¢Ëœâ€¦ APP,I WILL NEVER GIVE THIS 5 STAR	N	{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.4326}	0.4326	0.0	0.901	0.099	P
This is very bad not work in time while I need to take my class and that why I don't like to give any star this is very bad	N	{'neg': 0.272, 'neu': 0.728, 'pos': 0.0, 'compound': -0.8656}	-0.8656	0.272	0.728	0.0	N
Very worst	NT	{'neg': 0.815, 'neu': 0.185, 'pos': 0.0, 'compound': -0.659}	-0.659	0.815	0.185	0.0	N
It takes a lot of time and when i open it my meeting has gone	N	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Very Bad appÃ°Å¸â€˜Å½Ã°Å¸â€˜Å½	N	{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.5849}	-0.5849	0.655	0.345	0.0	N
Every other day you ppl get us a new update but and say minor bugs fixed but why dont you solve the main problem.... Everybody is reviewing bad about it because it drains the battrey but we think you ppl dont care we have no issue of bugs we just want to attend our full meeting..... An hour meeting will get your battery to 30 is this joke.... Plz solve the problem not the bugssss	N	{'neg': 0.214, 'neu': 0.696, 'pos': 0.089, 'compound': -0.9278}	-0.9278	0.214	0.696	0.089	N
Not signing in saying you are not eligible to sign in now	NT	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Very very worst app at my school time it's audio is not connecting all other can here teacher but I can't . This is a reason behind giving 1 star to app . My new mobile start hanging when I join any of zoom meeting .	N	{'neg': 0.055, 'neu': 0.831, 'pos': 0.114, 'compound': 0.4704}	0.4704	0.055	0.831	0.114	P
Is it Virus app	NT	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Very bad work	N	{'neg': 0.655, 'neu': 0.345, 'pos': 0.0, 'compound': -0.5849}	-0.5849	0.655	0.345	0.0	N
I can not join my meeting.It keeps showing preparing meeting and then show error 5003.Its so frustrating after every possible trick but still couldn't work	N	{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5409}	-0.5409	0.236	0.764	0.0	N
It starts right now	P	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
It is very useless Ã°Å¸ËœÂ  app please don't download this app.	N	{'neg': 0.215, 'neu': 0.625, 'pos': 0.16, 'compound': -0.2006}	-0.2006	0.215	0.625	0.16	N
Worst app I want to attend my social science class but I can't because of this mess app it was very important chapter Ma'am will explain it today now what to doÃ°Å¸ËœÂ¡Ã°Å¸ËœÂ¡baddddddly I am now toooo angry and worry upset too I am angry for this app fix this problem if not I am saying to all that if you are reading reviews not to download this App it only first time do it's best after 3 or 4 days this problem get started worst Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡it didn't have the quality to achieve one star actually worstly update Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡	N	{'neg': 0.277, 'neu': 0.651, 'pos': 0.073, 'compound': -0.9833}	-0.9833	0.277	0.651	0.073	N
Bad third class	N	{'neg': 0.636, 'neu': 0.364, 'pos': 0.0, 'compound': -0.5423}	-0.5423	0.636	0.364	0.0	N
The worst meeting app i ever seen!!! Ã°Å¸Ëœâ€™Ã°Å¸â„¢â€žÃ°Å¸ËœÂ©Ã°Å¸ËœÂ¡	N	{'neg': 0.332, 'neu': 0.668, 'pos': 0.0, 'compound': -0.7163}	-0.7163	0.332	0.668	0.0	N
its horrible	N	{'neg': 0.778, 'neu': 0.222, 'pos': 0.0, 'compound': -0.5423}	-0.5423	0.778	0.222	0.0	N
Video is on but in participants list it is showing off	NT	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Very bad plz don't waste space	N	{'neg': 0.354, 'neu': 0.28, 'pos': 0.365, 'compound': -0.2222}	-0.2222	0.354	0.28	0.365	N
Not good because of you are school star	N	{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.3412}	-0.3412	0.256	0.744	0.0	N
It is best app for study	P	{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}	0.6369	0.0	0.543	0.457	P
Connection problem	N	{'neg': 0.73, 'neu': 0.27, 'pos': 0.0, 'compound': -0.4019}	-0.4019	0.73	0.27	0.0	N
It crashes too often	N	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Worst app ever It wants too much speed to join the meeting	N	{'neg': 0.252, 'neu': 0.613, 'pos': 0.135, 'compound': -0.4404}	-0.4404	0.252	0.613	0.135	N
I hate this app	N	{'neg': 0.552, 'neu': 0.448, 'pos': 0.0, 'compound': -0.5719}	-0.5719	0.552	0.448	0.0	N
No background	N	{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}	-0.296	0.688	0.312	0.0	N
HORRIBLE APP I HAVE SEEN STRANGERS JOIN MY MEETING ANDTHREATEN TO FIND ME	N	{'neg': 0.21, 'neu': 0.659, 'pos': 0.132, 'compound': -0.3182}	-0.3182	0.21	0.659	0.132	N
Worst apppppp	N	{'neg': 0.804, 'neu': 0.196, 'pos': 0.0, 'compound': -0.6249}	-0.6249	0.804	0.196	0.0	N
It just crashes when I use it	N	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Zoom is very bad app zoom se acha app vedantu or b byju's hai	N	{'neg': 0.226, 'neu': 0.774, 'pos': 0.0, 'compound': -0.5849}	-0.5849	0.226	0.774	0.0	N
Worst app.My network connection is full but it says no connectivity please solve this.	N	{'neg': 0.39, 'neu': 0.5, 'pos': 0.11, 'compound': -0.6801}	-0.6801	0.39	0.5	0.11	N
Very local app	NT	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Very poor	N	{'neg': 0.772, 'neu': 0.228, 'pos': 0.0, 'compound': -0.5256}	-0.5256	0.772	0.228	0.0	N
This app is good for classes	P	{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}	0.4404	0.0	0.633	0.367	P
Worst app ever plz dont create apps like this.	N	{'neg': 0.56, 'neu': 0.349, 'pos': 0.091, 'compound': -0.7733}	-0.7733	0.56	0.349	0.091	N
Very bad app not installed this app	N	{'neg': 0.387, 'neu': 0.613, 'pos': 0.0, 'compound': -0.5849}	-0.5849	0.387	0.613	0.0	N
Because of this app I have been listening online classes	P	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
I couldn't set my profile picture and it's not showing my Google account	NT	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Bad app for work	N	{'neg': 0.538, 'neu': 0.462, 'pos': 0.0, 'compound': -0.5423}	-0.5423	0.538	0.462	0.0	N
Sucking more data network	N	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Very Inspiring.	P	{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.4754}	0.4754	0.0	0.244	0.756	P
Very bad we cannot connect	N	{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.5849}	-0.5849	0.487	0.513	0.0	N
Only becz of this app exams are conducted very bad app Ã°Å¸ËœÂ©	N	{'neg': 0.24, 'neu': 0.76, 'pos': 0.0, 'compound': -0.5849}	-0.5849	0.24	0.76	0.0	N
Can't even download it from play store	N	{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.34}	0.34	0.0	0.714	0.286	P
Worst app ever it is always hacked very very much disappointed Ã°Å¸ËœÂ Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ Ã°Å¸ËœÂ¡Ã°Å¸Â¤Â¬Ã°Å¸Â¤Â¬I don't know why this app is used still.	N	{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.8871}	-0.8871	0.355	0.645	0.0	N
Worst app ever need for improvement	N	{'neg': 0.369, 'neu': 0.36, 'pos': 0.27, 'compound': -0.2732}	-0.2732	0.369	0.36	0.27	N
Totally time wasting app video and audio is not clear	N	{'neg': 0.392, 'neu': 0.608, 'pos': 0.0, 'compound': -0.6325}	-0.6325	0.392	0.608	0.0	N
When i type password of my class it shows wrong password but it is correct answer	N	{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.2617}	-0.2617	0.12	0.88	0.0	N
Sir plz fix this problem always showing network error code.. i have high internet connection here.. but i cant join my class. Please fix it	N	{'neg': 0.2, 'neu': 0.664, 'pos': 0.136, 'compound': -0.234}	-0.234	0.2	0.664	0.136	N
Waste app used by my school	N	{'neg': 0.359, 'neu': 0.641, 'pos': 0.0, 'compound': -0.4215}	-0.4215	0.359	0.641	0.0	N
TERRIBLE TERRIBLE IT HORRIBLE	N	{'neg': 0.907, 'neu': 0.093, 'pos': 0.0, 'compound': -0.8658}	-0.8658	0.907	0.093	0.0	N
This app consumes a lot of battery. And because of this app I have to wake very early	NT	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Not user friendly. Always have problems with getting the sound to work/hearing.	N	{'neg': 0.348, 'neu': 0.652, 'pos': 0.0, 'compound': -0.6517}	-0.6517	0.348	0.652	0.0	N
Ok	P	{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}	0.296	0.0	0.0	1.0	P
This app not proper.	N	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Soooo sad ...... .... ..... ..... ...... ...... ____, _____ ___________________ . ._ ------- ........ ..... ....... ...... ..... ..... ..... ...... ....... ...... ...... ..... ..., .... .... .... ..... ..... .... .... ...	N	{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.4767}	-0.4767	0.084	0.916	0.0	N
I don't hear any audio. The interface shows no icon for setting wherein I could attempt to fix the problem. Meeting has already started so I ended up opening it on my desktop instead, where it's working well. Phone app is practically useless.	N	{'neg': 0.158, 'neu': 0.799, 'pos': 0.043, 'compound': -0.6808}	-0.6808	0.158	0.799	0.043	N
Zoom very bad app	N	{'neg': 0.558, 'neu': 0.442, 'pos': 0.0, 'compound': -0.5849}	-0.5849	0.558	0.442	0.0	N
Can't tell if my opt-out request has registered or not due to bad UI / UX. Every other button in the settings of this program is a slider that moves and changes colors, so you feel positive that you've chosen what you wanted. (Yes/No) (on/off) But! the opt-out part has no positive feedback feel to those buttons and there's no way to really know if you've actually chosen the option you want. Shady. The app works fine though, 5 stars for that part.	N	{'neg': 0.073, 'neu': 0.837, 'pos': 0.09, 'compound': -0.2432}	-0.2432	0.073	0.837	0.09	N
Pictures going black and not able to all people in meeting	NT	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
The app doesnt let me sign in. It keeps redirecting me to another window to sign in however when i sign in there, it does not register that i have sign in in the app. Currently still has errors in the system.	N	{'neg': 0.055, 'neu': 0.945, 'pos': 0.0, 'compound': -0.34}	-0.34	0.055	0.945	0.0	N
No exprience now start	N	{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}	-0.296	0.423	0.577	0.0	N
This app is waste don't download this app opening five minutes after it left it self and we want to re join	N	{'neg': 0.111, 'neu': 0.751, 'pos': 0.138, 'compound': -0.0772}	-0.0772	0.111	0.751	0.138	N
"i couldn't get in when i press ""Launch Meeting"". I got late for class because of this.."	N	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
More data consuming	N	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Loses connection, distorts audio & no way to get live help. Most frustrating product I've ever used.	N	{'neg': 0.407, 'neu': 0.484, 'pos': 0.109, 'compound': -0.7501}	-0.7501	0.407	0.484	0.109	N
Volume doesn't work, even i put it on high, I cannot hear what people are talking...so frustrating..	N	{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.4404}	-0.4404	0.153	0.847	0.0	N
40 minutes ke bad Baar Baar dobara join Karo... disgusting!!!	N	{'neg': 0.458, 'neu': 0.412, 'pos': 0.13, 'compound': -0.7633}	-0.7633	0.458	0.412	0.13	N
Super bad app that scammed millions	N	{'neg': 0.307, 'neu': 0.351, 'pos': 0.342, 'compound': 0.1027}	0.1027	0.307	0.351	0.342	P
Z I hate it but I can call yeah but what I didn't unload it it's just that it's like I don't have enough space by cancel it that's because this is my mom's phone but my mom has a new phone but I can still not exit	N	{'neg': 0.088, 'neu': 0.801, 'pos': 0.11, 'compound': 0.296}	0.296	0.088	0.801	0.11	P
When I make a meeting it says incorrect passcode	N	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
I have issue with sharing any file while attending a metting	N	{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.4215}	0.4215	0.0	0.781	0.219	P
I couldn't be seen or heard but I could see all d participants. And d audio kept fluctuating very badly!! It was an awful experience!!	N	{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.8947}	-0.8947	0.298	0.702	0.0	N
I have trojan infection	NT	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
When is the mobile app going to get available option to use backdrops... i love the app but it doesn't do anything for me without backdrop since i can't use it. Will continue with others .	P	{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.3818}	0.3818	0.0	0.931	0.069	P
This app spoil my quarantine days	N	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Its very annoying	N	{'neg': 0.599, 'neu': 0.401, 'pos': 0.0, 'compound': -0.4576}	-0.4576	0.599	0.401	0.0	N
Deactivetion not shown anywhere	NT	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Horrible, I can't get the sound right	N	{'neg': 0.368, 'neu': 0.632, 'pos': 0.0, 'compound': -0.5423}	-0.5423	0.368	0.632	0.0	N
Very bad i cant conect to the meetings	N	{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.5849}	-0.5849	0.351	0.649	0.0	N
"I heard about the privacy issues with this app but am almost forced to zoom because I guess it's the ""in""-thing to do. I'm not convenienced this is as convenient or secured as we think it is."	N	{'neg': 0.085, 'neu': 0.831, 'pos': 0.084, 'compound': -0.0027}	-0.0027	0.085	0.831	0.084	NT
Can't install it dont know why	NT	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
School sucks	N	{'neg': 0.714, 'neu': 0.286, 'pos': 0.0, 'compound': -0.3612}	-0.3612	0.714	0.286	0.0	N
I dont get this app	N	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
The most dangerous app	N	{'neg': 0.531, 'neu': 0.469, 'pos': 0.0, 'compound': -0.5256}	-0.5256	0.531	0.469	0.0	N
They take this horrible app	N	{'neg': 0.508, 'neu': 0.492, 'pos': 0.0, 'compound': -0.628}	-0.628	0.508	0.492	0.0	N
Is security is very bad and some time video and voice is not good Ã°Å¸â€˜Å½	N	{'neg': 0.301, 'neu': 0.583, 'pos': 0.117, 'compound': -0.5857}	-0.5857	0.301	0.583	0.117	N
It not good work	N	{'neg': 0.445, 'neu': 0.555, 'pos': 0.0, 'compound': -0.3412}	-0.3412	0.445	0.555	0.0	N
It is garbage	NT	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
I can't join meeting for connecting problem	N	{'neg': 0.479, 'neu': 0.521, 'pos': 0.0, 'compound': -0.5556}	-0.5556	0.479	0.521	0.0	N
zoom is best for videos call and meeting with each others	P	{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}	0.6369	0.0	0.704	0.296	P
Good Ã¢ËœÂºÃ¯Â¸Â	P	{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}	0.4404	0.0	0.256	0.744	P
Very laggy app, consuming much data	N	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Very bad app for students	N	{'neg': 0.487, 'neu': 0.513, 'pos': 0.0, 'compound': -0.5849}	-0.5849	0.487	0.513	0.0	N
Because of you i am suffering	N	{'neg': 0.383, 'neu': 0.617, 'pos': 0.0, 'compound': -0.4767}	-0.4767	0.383	0.617	0.0	N
After the last update the app no longer allows you to change your profile Pic from your cellphone.	N	{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}	-0.296	0.115	0.885	0.0	N
Very bad because of online class	N	{'neg': 0.431, 'neu': 0.569, 'pos': 0.0, 'compound': -0.5849}	-0.5849	0.431	0.569	0.0	N
See give a way to cheat the meeting please And when I opened other app my video turned off please do something Ã¢ËœÂºÃ¯Â¸Â its annoying	N	{'neg': 0.182, 'neu': 0.671, 'pos': 0.147, 'compound': -0.2732}	-0.2732	0.182	0.671	0.147	N
So many glitches I had a very very bad experience I was again and again disconnected from meeting and i am not even facing network issues, I even can't share the screen, Dear zoom I want you to work on these glitches as soon as possible	N	{'neg': 0.115, 'neu': 0.81, 'pos': 0.075, 'compound': -0.4695}	-0.4695	0.115	0.81	0.075	N
This not a at all because online class	NT	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
I can't escape from class 6 hours class in phone because of this app this very mind stress for meÃ°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ©	N	{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.5568}	-0.5568	0.195	0.805	0.0	N
Worst app	N	{'neg': 0.804, 'neu': 0.196, 'pos': 0.0, 'compound': -0.6249}	-0.6249	0.804	0.196	0.0	N
I cant join a single meeting no matter how many times I sign in I always miss out	N	{'neg': 0.233, 'neu': 0.767, 'pos': 0.0, 'compound': -0.374}	-0.374	0.233	0.767	0.0	N
Iam unable to login for too many days , and it showing I trun off my video even iam on my video . I have scolden by my teacher many times because of this issue	N	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
It the worst I can't get on in class	N	{'neg': 0.339, 'neu': 0.661, 'pos': 0.0, 'compound': -0.6249}	-0.6249	0.339	0.661	0.0	N
I don't like this app.	N	{'neg': 0.345, 'neu': 0.655, 'pos': 0.0, 'compound': -0.2755}	-0.2755	0.345	0.655	0.0	N
Waste, useless	N	{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6808}	-0.6808	1.0	0.0	0.0	N
Ã°Å¸ÂÂ·Ã°Å¸ÂÂ· noob	N	{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.0516}	-0.0516	0.545	0.455	0.0	N
Stupid And got me into online classes	N	{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.5267}	-0.5267	0.362	0.638	0.0	N
Iam like zoom app very much	P	{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}	0.3612	0.0	0.667	0.333	P
Piece of garbage with tons of bugs.	N	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
I like this video	P	{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}	0.3612	0.0	0.545	0.455	P
Will not install.....	N	{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}	0.0	0.0	1.0	0.0	NT
Very good app but when we switch to another app or go to any screen the video is stopped please fix this problem and than I will give 5stars.	N	{'neg': 0.164, 'neu': 0.695, 'pos': 0.14, 'compound': -0.2152}	-0.2152	0.164	0.695	0.14	N
Worst app	N	{'neg': 0.804, 'neu': 0.196, 'pos': 0.0, 'compound': -0.6249}	-0.6249	0.804	0.196	0.0	N
Good	P	{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}	0.4404	0.0	0.0	1.0	P
Not good i hat it	N	{'neg': 0.376, 'neu': 0.624, 'pos': 0.0, 'compound': -0.3412}	-0.3412	0.376	0.624	0.0	N
Idiot	N	{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}	-0.5106	1.0	0.0	0.0	N
